"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","browser_name","browser_version","os_name","os_version","screen_resolution","window_resolution","window_width","window_height","success","response","stimulus","probe","probe1","complexity"
"","24825.10000038147","html-slider-response","42","877679","0.0-2.0-0.40","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Almost 300 families are coming to church from this village.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Almost 300 families from this village come to church .</i></b></div><br>","Original: &nbsp;&nbsp;Almost 300 families are coming to church from this village.","Suggested: &nbsp;&nbsp;Almost 300 families from this village come to church .","Medium"
"","33152.800000190735","html-slider-response","43","910834","0.0-2.0-0.41","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Then why ur office is delaying RTI replies?</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Then why is your office delaying RTI replies?</i></b></div><br>","Original: &nbsp;&nbsp;Then why ur office is delaying RTI replies?","Suggested: &nbsp;&nbsp;Then why is your office delaying RTI replies?","Low"
"","111710.30000019073","html-slider-response","44","1022546","0.0-2.0-0.42","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;They invade and occupied Jutland as this is peninsula directly connected with Germany.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;They invaded and occupied Jutland as it is a peninsula directly connected to Germany.</i></b></div><br>","Original: &nbsp;&nbsp;They invade and occupied Jutland as this is peninsula directly connected with Germany.","Suggested: &nbsp;&nbsp;They invaded and occupied Jutland as it is a peninsula directly connected to Germany.","Medium"
"","23195.400000095367","html-slider-response","45","1045744","0.0-2.0-0.43","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","2","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;I see a disconnect among pedagogy and technology right now.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;I see a disconnect between pedagogy and technology right now.</i></b></div><br>","Original: &nbsp;&nbsp;I see a disconnect among pedagogy and technology right now.","Suggested: &nbsp;&nbsp;I see a disconnect between pedagogy and technology right now.","Low"
"","9852","html-slider-response","46","1055599","0.0-2.0-0.44","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Significantly, whereas anaerobiosis is essential for their powerful primary metabolism, the typical low aerotolerance complicate bioprocessing.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Significantly, while anaerobiosis is essential for their powerful primary metabolism, their typically low aerotolerance complicates bioprocessing.</i></b></div><br>","Original: &nbsp;&nbsp;Significantly, whereas anaerobiosis is essential for their powerful primary metabolism, the typical low aerotolerance complicate bioprocessing.","Suggested: &nbsp;&nbsp;Significantly, while anaerobiosis is essential for their powerful primary metabolism, their typically low aerotolerance complicates bioprocessing.","Medium"
"","8582","html-slider-response","47","1064184","0.0-2.0-0.45","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","4","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;For the last year, she has continued to sell real estate part-time, primarily weakends</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;For the last year, she has continued to sell real estate part-time, primarily weekends.</i></b></div><br>","Original: &nbsp;&nbsp;For the last year, she has continued to sell real estate part-time, primarily weakends","Suggested: &nbsp;&nbsp;For the last year, she has continued to sell real estate part-time, primarily weekends.","Low"
"","38332.59999990463","html-slider-response","48","1102520","0.0-2.0-0.46","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;The town has two railroads running through it. Also, three trolley lines. </div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;The town has two railroads and three trolley lines running through it.</i></b></div><br>","Original: &nbsp;&nbsp;The town has two railroads running through it. Also, three trolley lines. ","Suggested: &nbsp;&nbsp;The town has two railroads and three trolley lines running through it.","Medium"
"","19188","html-slider-response","49","1121712","0.0-2.0-0.47","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;It becomes a more personal voyage in to those worlds, the mental image unencumbered with the limitations of the video-screen or the creator's vision. </div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;It becomes a more personal voyage into those worlds, the mental image unencumbered by the limitations of the video screen or the creator's vision.</i></b></div><br>","Original: &nbsp;&nbsp;It becomes a more personal voyage in to those worlds, the mental image unencumbered with the limitations of the video-screen or the creator's vision. ","Suggested: &nbsp;&nbsp;It becomes a more personal voyage into those worlds, the mental image unencumbered by the limitations of the video screen or the creator's vision.","Medium"
"","7519.199999809265","html-slider-response","50","1129234","0.0-2.0-0.48","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","2","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Maybe student can deciding to attend classes from home because it's benefit for them.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Maybe students can decide to attend classes from home because it benefits them.</i></b></div><br>","Original: &nbsp;&nbsp;Maybe student can deciding to attend classes from home because it's benefit for them.","Suggested: &nbsp;&nbsp;Maybe students can decide to attend classes from home because it benefits them.","Low"
"","8206.099999904633","html-slider-response","51","1137444","0.0-2.0-0.49","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;The survey we performed recently showed that most of customers are satisfied.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;The survey we performed recently showed that most of the customers are satisfied.</i></b></div><br>","Original: &nbsp;&nbsp;The survey we performed recently showed that most of customers are satisfied.","Suggested: &nbsp;&nbsp;The survey we performed recently showed that most of the customers are satisfied.","Low"
"","5307.300000190735","html-slider-response","52","1142753","0.0-2.0-0.50","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;I am in favour of a solution finding.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;I am in favour of finding a solution.</i></b></div><br>","Original: &nbsp;&nbsp;I am in favour of a solution finding.","Suggested: &nbsp;&nbsp;I am in favour of finding a solution.","Low"
"","7520.800000190735","html-slider-response","53","1150276","0.0-2.0-0.51","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;We drove all day in the van, we drove 206 miles to get to our cabin.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;We drove all day in the van and we drove 206 miles to get to our cabin.</i></b></div><br>","Original: &nbsp;&nbsp;We drove all day in the van, we drove 206 miles to get to our cabin.","Suggested: &nbsp;&nbsp;We drove all day in the van and we drove 206 miles to get to our cabin.","Low"
"","12210.699999809265","html-slider-response","54","1162490","0.0-2.0-0.52","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Ammons glide wondrously from a fresh element in these mosaic into its dominant core, cementing and enhancing it's naturalism.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Ammons glides wondrously from a fresh element in this mosaic into its dominant core, cementing and enhancing its naturalism.</i></b></div><br>","Original: &nbsp;&nbsp;Ammons glide wondrously from a fresh element in these mosaic into its dominant core, cementing and enhancing it's naturalism.","Suggested: &nbsp;&nbsp;Ammons glides wondrously from a fresh element in this mosaic into its dominant core, cementing and enhancing its naturalism.","Medium"
"","17132.599999904633","html-slider-response","55","1179626","0.0-2.0-0.53","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Diana forget her friend birthday so she sent a card when she finally remember.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Diana forgot her friend's birthday, so she sent her a card when she finally remembered.</i></b></div><br>","Original: &nbsp;&nbsp;Diana forget her friend birthday so she sent a card when she finally remember.","Suggested: &nbsp;&nbsp;Diana forgot her friend's birthday, so she sent her a card when she finally remembered.","Medium"
"","8186.099999904633","html-slider-response","56","1187815","0.0-2.0-0.54","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Since your going out, you should check the weather on you're phone.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Since you are going out, you should check the weather on your phone.</i></b></div><br>","Original: &nbsp;&nbsp;Since your going out, you should check the weather on you're phone.","Suggested: &nbsp;&nbsp;Since you are going out, you should check the weather on your phone.","Low"
"","8502.800000190735","html-slider-response","57","1196321","0.0-2.0-0.55","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;It’s almost spring end and I am not done shopping yet.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;It’s nearly the end of spring, and I am not done with my shopping yet.</i></b></div><br>","Original: &nbsp;&nbsp;It’s almost spring end and I am not done shopping yet.","Suggested: &nbsp;&nbsp;It’s nearly the end of spring, and I am not done with my shopping yet.","Medium"
"","33308.90000009537","html-slider-response","58","1229632","0.0-2.0-0.56","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Carcinosarcoma by the esophagus has known to producing metastatic osteosarcoma in lung, kidney and iliac bone.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Carcinosarcoma of the oesophagus is known to produce metastatic osteosarcoma in the lungs, kidneys and ilium.</i></b></div><br>","Original: &nbsp;&nbsp;Carcinosarcoma by the esophagus has known to producing metastatic osteosarcoma in lung, kidney and iliac bone.","Suggested: &nbsp;&nbsp;Carcinosarcoma of the oesophagus is known to produce metastatic osteosarcoma in the lungs, kidneys and ilium.","High"
"","6281.400000095367","html-slider-response","59","1235916","0.0-2.0-0.57","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;In recent years empowering women  have  been receiving  increasing attention as an important theme in the economic and social policy in Japan.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;In recent years, the empowerment of women has received increasing attention as an important theme in the economic and social policies  of  Japan.</i></b></div><br>","Original: &nbsp;&nbsp;In recent years empowering women  have  been receiving  increasing attention as an important theme in the economic and social policy in Japan.","Suggested: &nbsp;&nbsp;In recent years, the empowerment of women has received increasing attention as an important theme in the economic and social policies  of  Japan.","High"
"","15041.300000190735","html-slider-response","60","1250960","0.0-2.0-0.58","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","1","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Freddy likes his new Ford because it is four wheel drive he can drive on back roads all the time.</div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Freddy likes his new Ford. Because it is a four-wheel drive, he can drive on back roads all the time.</i></b></div><br>","Original: &nbsp;&nbsp;Freddy likes his new Ford because it is four wheel drive he can drive on back roads all the time.","Suggested: &nbsp;&nbsp;Freddy likes his new Ford. Because it is a four-wheel drive, he can drive on back roads all the time.","Medium"
"","7679.300000190735","html-slider-response","61","1258642","0.0-2.0-0.59","Chrome","106.0","Windows","10","1536 x 864","1536 x 722","1536","722","","3","<div style =""font-size:20px; position:relative; top: 35%; margin-right:auto"">Original: &nbsp;&nbsp;Artificial Intelligence (AI) intent is to facilitate human limits. </div><br><div style =""font-size:20px; position:relative; top: 40%; margin-right:auto""><i><b>Suggested: &nbsp;&nbsp;Artificial Intelligence (AI) intends to facilitate human limits.</i></b></div><br>","Original: &nbsp;&nbsp;Artificial Intelligence (AI) intent is to facilitate human limits. ","Suggested: &nbsp;&nbsp;Artificial Intelligence (AI) intends to facilitate human limits.","Medium"
